Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
353;10157.7018;10976.4927;10494.6056;10309.3693;9617.5744;10430.265;9780.6935;10778.549;9984.6318
353.5;10312.5249;11094.9103;10613.3616;10396.4077;9731.7422;10028.4309;9702.6949;10844.2524;9718.7942
354;10150.4295;11099.3404;10367.3273;10535.9046;10212.7182;10193.0072;9800.545;10791.0607;9700.9014
354.5;9971.6042;11061.2445;10504.4957;9984.3408;10065.4693;10322.6582;9634.7926;10396.5901;9743.9753
355;10041.1883;11061.2625;10658.1934;10398.6969;10332.0043;10458.0269;9307.2466;10679.5697;9764.2349
355.5;10241.3929;10650.5429;10756.6625;10446.7594;10339.3286;10212.8197;9413.8494;10896.0635;9965.5613
356;9980.6994;11021.7647;10531.7167;10405.0937;9850.4152;10347.3927;9748.6068;10635.5516;9473.525
356.5;9848.8148;11173.1872;10609.1076;10402.7077;10364.2442;10276.07;9521.527;10805.4864;9512.9704
357;10013.0552;11129.9832;10184.0006;10930.3026;10017.8473;10092.8416;9264.1615;10862.8419;9508.8261
357.5;10349.4738;10990.3828;10238.1763;10578.2825;9755.5541;10252.5385;9878.4064;11113.4201;9953.506
358;10480.2172;10870.3006;10357.0755;10274.2556;10143.7897;9961.7616;9341.2072;11071.1765;10033.496
358.5;10286.3259;11003.6577;10417.6829;10723.2675;10116.4676;10022.8868;9791.1754;10462.3435;9730.427
359;10430.5093;10888.4213;10324.569;10000.4084;10151.4218;10232.9119;9817.4781;10351.1414;9991.5411
359.5;10492.9983;10563.6329;10273.2818;10072.0218;9824.5668;9805.22;9665.7449;10878.2606;9789.2955
360;10086.4049;10967.2634;10369.3551;10327.8272;10126.3401;9850.1956;10575.4364;10504.2237;9611.2239
360.5;10278.8746;10858.0744;10609.3347;10183.4833;10219.1307;10012.5041;10023.7289;10828.8178;9968.2857
361;10283.3749;10703.7082;11124.6449;10019.9796;10463.6699;9945.8637;9703.9555;10527.8409;9900.7749
361.5;10094.5999;10867.1097;10542.6432;9974.72;10472.1515;10138.3811;9734.3261;10989.1482;9519.3972
362;10150.5322;10875.7939;10166.5866;9644.1555;10053.016;9931.9468;10360.9259;10400.4235;9571.4474
362.5;10505.0414;10697.432;10574.4213;10191.0437;10579.7729;9833.2702;9921.3482;10541.6016;9981.6236
363;10040.283;10898.9349;10271.307;10076.1302;10163.5299;10117.7997;10100.1219;10241.5307;9637.6883
363.5;10124.1319;10774.9333;10549.3651;9896.4256;10060.4441;10185.2371;10156.3698;10652.9744;9646.5503
364;10146.1459;10860.1773;10464.2418;9768.5858;10383.0329;10222.3019;10306.6713;10530.6342;9714.3928
364.5;10348.7403;10700.9684;10430.6915;10233.7327;10589.4056;10225.3064;10021.8989;10301.9528;9513.0502
365;10188.5818;10271.8818;11087.4735;10148.8461;10135.8891;10228.0996;10243.6812;10599.8993;9858.1371
365.5;10055.3343;10858.1;10593.7478;10241.0296;10582.3138;10043.7846;9942.578;10606.0332;9678.9634
366;10017.9082;10501.8031;10701.7588;9626.987;10391.5058;10119.0749;10432.7211;10636.4651;9698.2552
366.5;9680.1782;10693.7257;10662.1494;9914.8471;10404.768;10059.9422;10275.316;10804.8408;9713.1829
367;9863.9084;10668.8512;10798.7507;9848.9227;10509.8288;10021.4575;10489.3234;10513.8502;9966.359
367.5;9994.038;10545.6333;10793.6323;9823.3615;10194.2656;10482.3888;10064.5955;10847.433;9862.7383
368;10507.7746;10865.8051;10513.1788;10033.6943;10486.9882;9973.745;10357.4396;10519.8242;9877.3143
368.5;10140.6117;10794.1682;10630.614;10174.6234;9998.9184;10146.2647;10156.538;10633.0321;10195.1137
369;10102.2837;10286.2264;10371.8204;10109.3498;10499.8166;9965.2095;10019.3411;10306.4298;9714.4392
369.5;10445.6811;11032.8995;10922.5133;9865.6316;10491.6949;10087.5791;10008.5119;10573.1494;9790.7026
370;10356.7263;10726.8762;10944.1454;10048.64;10411.9748;10213.8439;10557.6669;10712.6325;9878.823
370.5;10093.8792;10592.6355;10750.8458;10338.1778;10239.3755;10063.8287;10459.1317;10747.9128;9637.4487
371;10081.875;10845.3588;10951.3505;10196.9168;10005.2036;10234.9099;10327.7843;10331.3951;9791.3878
371.5;10687.6079;11126.9795;11155.2758;10111.6785;10266.9879;10416.8654;10363.0811;10365.4533;9834.1092
372;10290.5174;10841.298;10856.0351;10376.1178;9629.2648;9929.9641;10168.1329;10315.9486;10286.0176
372.5;10034.9106;10705.3327;10866.8538;10288.2688;9990.3116;10119.275;10082.8672;10251.7921;10053.7088
373;10428.6314;10497.7965;10776.61;10107.0452;10370.0767;10371.7646;10428.496;10803.5733;9894.1
373.5;10267.5633;10792.9977;10822.7125;9981.7917;9970.7894;9529.4851;10300.4402;10594.539;10337.8053
374;10390.781;10689.8097;11047.4207;9982.741;10087.2177;9921.6462;10313.9573;10483.9239;9916.8412
374.5;10627.3162;10539.7009;10414.2776;9883.1808;10032.4657;10049.4241;10363.044;10437.6058;10159.9159
375;10513.0955;10577.6127;10946.6913;10134.8611;10427.8682;9733.5367;9902.7358;10242.8276;9966.0212
375.5;10190.8494;10249.8223;10560.6564;9873.5297;10214.3019;10192.6497;10056.7992;10645.9337;9881.6089
376;9743.0601;10480.0695;10788.0828;9756.515;10361.5301;10455.2368;9964.4165;10418.1528;10504.8057
376.5;9969.0752;10674.2781;10822.513;10064.5334;10159.1014;10011.6632;10215.1727;10064.0575;9666.2067
377;10106.5099;10842.652;10798.4595;9628.2544;10243.7637;10545.2358;10259.6927;10236.0679;9752.5808
377.5;9720.3436;10878.4567;11291.6359;9886.6771;10148.9365;10267.8699;10001.9745;10393.8938;9926.6497
378;9847.5864;10251.7589;11030.9791;9815.8161;10508.3736;10313.5545;10259.7773;10258.6633;9776.2547
378.5;10227.5084;10591.9613;10713.0073;10185.0488;10042.8039;10052.1472;10042.1343;10079.7957;10112.4479
379;10082.7616;10555.9447;10837.888;9752.1912;10482.5285;10171.2708;10675.9879;10561.2054;9741.4234
379.5;9673.0221;10715.9774;11035.077;10129.8266;10197.8195;10519.0317;10163.3135;10473.3491;9997.5304
380;10273.5674;10261.9277;10782.8344;10303.3803;10135.2539;10372.507;10251.6361;10604.6692;9779.659
380.5;9964.0422;10995.0788;10868.1731;10019.7499;9976.8211;10169.0371;10617.0463;10313.8228;9945.4411
381;9799.9286;10970.1522;10842.5183;9933.5908;10427.5696;10249.9395;10448.7532;10215.8437;10039.1827
381.5;9879.1072;10777.2784;10983.0119;9994.2582;10239.1462;10370.5838;10272.8459;10055.7179;10079.9705
382;9883.8085;10825.6524;10830.9001;10234.941;10224.376;10289.598;10011.9294;10268.5193;10119.0417
382.5;10029.5961;10580.6434;10954.8844;9900.6769;10358.3121;10501.3136;10081.4468;10298.2972;10133.7936
383;10442.7138;10652.9943;10772.9288;9960.7026;10691.1798;10736.7317;10376.4465;10436.6079;10174.0328
383.5;10423.8807;10889.1541;10654.9895;9896.8406;10398.5816;10720.4016;10538.9428;10428.4893;10167.4157
384;10231.6587;10842.2894;11140.9091;9926.6666;10304.8712;10969.792;10418.0687;10376.8067;10136.9295
384.5;9834.8462;10875.4957;11219.6149;10036.6419;10341.1532;10439.5896;10112.176;10594.3712;9932.9024
385;10025.868;10736.7502;11211.3476;9898.2675;10302.5759;10053.1845;10481.359;10304.2326;10410.9986
385.5;10145.0797;10576.3686;10971.1279;10360.4298;10093.8553;10576.6886;10221.5105;10272.7628;10230.5252
386;9968.0161;10572.2697;10758.7742;10055.5641;10073.5726;10392.3183;10083.3322;10290.9602;10024.4436
386.5;9896.8156;11084.3332;10833.3875;10356.0106;9917.293;10606.5023;10403.4827;10401.0083;10250.576
387;9756.69;11307.2751;10180.6618;10040.1759;10189.7863;10185.7779;10230.4316;10569.1265;10220.2185
387.5;9937.5218;11063.7896;10730.8868;10242.7863;10340.5961;10597.7692;10084.9698;10813.1892;10340.3776
388;10115.876;10776.4413;10537.2735;9883.6913;10088.3209;10502.4361;9925.9963;10252.7464;10170.3886
388.5;10026.9688;11029.585;10607.4111;10127.7274;10362.2279;10320.2072;10488.9747;10237.4127;9939.6861
389;9861.026;10961.9976;10938.4724;10230.8577;10032.1205;10398.2644;10019.8477;10397.5904;9720.0679
389.5;9794.6082;10967.4283;10725.9499;9800.4019;9909.4208;10541.9864;10495.841;10428.821;10125.8263
390;9966.7226;10916.6061;10650.3014;9973.7969;10201.3569;10382.5569;10521.6358;10462.747;9788.5054
390.5;9822.0851;10859.937;10658.0667;10146.2346;10323.0074;10552.5986;10425.9064;10488.2269;9751.5662
391;10129.1547;11144.1236;10971.1263;9755.3803;10287.9417;10308.3109;10463.2311;10400.3186;10240.8553
391.5;10162.9873;10968.5943;10877.3662;10086.2514;10530.6817;10413.2738;10187.6614;10243.2381;9867.1732
392;9991.8774;10987.1507;11289.48;9963.6835;10153.8532;10352.0056;10400.2181;10795.9969;9892.5995
392.5;9822.9043;10916.603;10950.7284;10135.9493;10227.5838;10499.0086;10385.284;10381.7703;10310.0146
393;10217.6275;10642.5789;10668.046;9935.8906;10026.8016;10645.4922;10167.4904;10530.5318;10033.5278
393.5;10174.9899;10920.6979;10843.9136;10266.2273;10400.8519;10401.7177;10463.0239;10758.4086;10438.6734
394;10161.6106;11045.9584;10385.3211;9837.9384;10590.8651;10423.457;10245.3249;10198.9896;10236.4647
394.5;9996.8406;10599.3338;10518.3371;10318.6725;10531.4732;10331.8978;10342.5999;10423.3412;10025.7726
395;10107.1952;10818.5357;10795.0175;10321.4487;10494.4998;10410.3265;10098.4784;10045.7327;10031.1739
395.5;10272.0284;10898.6676;10865.8007;10134.0433;10691.1845;10447.6078;10402.7651;10607.7381;9878.7019
396;9990.005;10817.0077;10844.338;10310.6181;10256.2241;11034.8879;10174.4408;10576.7195;9821.5296
396.5;9930.3712;10996.4184;10752.4962;10159.9039;10506.3198;10719.5902;10349.355;10802.1076;10088.775
397;9699.0787;11021.5838;10774.3804;9933.2111;10380.201;10779.4931;10650.345;10239.8402;9976.0588
397.5;10137.7071;10695.8659;10503.6824;10077.2251;10390.1266;10640.8414;10097.397;9847.7516;10330.4804
398;9825.8676;11179.5389;10833.3201;9974.8918;10478.7845;10479.689;10539.9906;10467.5965;9888.6985
398.5;9830.2513;10928.0109;10982.5067;9944.801;10314.9282;10498.1426;10303.1819;10700.435;9993.7648
399;10063.7645;10738.6011;10803.6564;10126.0616;10473.9483;10752.132;10307.9592;10593.0853;9740.5901
399.5;10257.2375;11039.2021;10473.7384;10018.5705;10273.7937;10686.3399;10272.6569;10403.5281;10024.029
400;10374.3959;10825.2749;10415.563;10335.5342;10354.4023;10409.2025;10510.3686;10634.417;9997.2635
400.5;9969.9078;10540.5341;10422.8888;10006.2323;10387.3003;10773.318;10292.5391;10205.4472;10124.112
401;10306.1333;10599.8121;10458.5804;9715.4455;10463.4189;10469.6863;10523.1296;10055.6915;10138.7261
401.5;10296.8705;10443.1568;10990.5242;9924.4322;10533.3947;10685.4016;10641.2606;10038.1908;9957.4939
402;10507.4952;10742.1063;10842.4852;10209.0108;10622.4948;10470.7844;10283.0253;9993.5612;10120.4867
402.5;10297.5172;10878.9317;10400.7641;9630.7441;10393.2723;10562.1314;10418.6712;10426.2977;10397.0678
403;10320.9773;10806.229;10717.8463;9644.0566;10473.1691;10832.9282;10125.6178;10045.6418;10140.7177
403.5;10183.8695;10734.1656;10683.5695;10040.7417;10537.2587;10567.1999;9730.5931;10002.0819;10214.9149
404;10104.4182;10982.4481;10763.7129;9872.9485;10630.5814;10697.6024;10264.8919;10192.9698;10046.019
404.5;10204.9961;10871.5358;10607.4159;10087.8135;10585.1649;10569.9065;10093.4561;10253.1176;10065.7273
405;10073.5421;11148.9137;10492.5019;9962.1691;10577.9999;10881.8727;10121.1223;10021.7804;10346.1187
405.5;10358.7072;10904.2495;10409.5427;10179.3161;10535.9559;10547.2955;10242.8323;10102.623;10167.6948
406;10360.2988;11046.9505;10709.1377;10002.2628;10846.2334;10752.9197;10459.6411;10248.5659;10168.7386
406.5;10437.571;10705.2318;10785.2043;9612.9826;10780.0376;10606.0383;10186.4525;10582.7539;10124.5792
407;10247.9714;11290.942;10331.2313;10173.0598;10455.9536;10868.8488;10426.1013;10220.2869;10023.6164
407.5;10230.408;10566.0159;10779.1854;9906.9603;10788.9603;10428.5033;10219.4362;10201.8812;9810.1832
408;10153.052;10969.4929;10603.1527;9689.705;10471.697;10581.7818;10143.7339;10101.3981;10005.083
408.5;10214.332;10854.0384;10706.8079;9945.9342;10269.2664;10692.1824;10050.331;10184.8889;9974.0779
409;10133.1997;10853.1127;10959.2866;9964.4198;10419.0858;11002.7642;10709.9036;10547.6999;9869.1353
409.5;10360.3363;10746.6687;10664.1682;9889.2135;10557.969;11041.4632;10107.0325;10321.1153;9721.7501
410;10336.447;11013.5838;10786.6562;10010.0244;10329.9757;11378.0051;10180.0711;10792.9696;9691.9286
410.5;10377.339;10980.3194;10733.1851;9762.9847;10697.869;10921.3519;10329.7086;10482.0916;9985.663
411;10162.4965;10827.241;10723.2957;10099.7456;10557.3866;11066.6315;10034.131;10421.6739;10352.0943
411.5;10364.6972;10750.1777;10576.1582;9912.7332;10402.2945;10773.2901;9804.3282;10568.6148;9805.6243
412;9893.999;10883.1452;10282.9445;10180.3844;10106.3453;10112.1396;10041.6586;10740.0728;10028.4495
412.5;10347.1604;10578.8947;10471.4686;9749.0722;10097.2708;10443.4724;9880.4986;10555.0741;9934.1716
413;10290.1145;11099.0889;10412.8831;9849.7221;10163.1699;10716.5799;9950.8455;10792.6659;9822.3808
413.5;10539.5016;11141.78;10508.3715;10038.491;9938.8332;10197.0144;10185.0723;10094.067;9891.952
414;10701.8142;10462.154;10537.5453;9798.5854;10104.1586;10526.0297;10198.6281;10508.3011;10027.2123
414.5;10633.3072;10918.2833;10243.7275;9642.763;10206.0782;10594.7664;10190.5007;10654.0007;9817.1357
415;10520.9449;11195.273;10445.0749;10073.8778;9989.7501;10670.5621;10204.3659;10762.7318;9888.4556
415.5;10522.9231;11064.8256;10437.7244;9798.2123;10343.2901;10368.3146;9899.5913;10282.0754;9545.6142
416;10802.3338;10618.8957;10663.028;9981.8638;10344.4871;10257.2572;10163.4782;10595.9316;9481.8515
416.5;10624.4484;10773.2709;10693.2822;9983.1994;10111.1648;10183.8053;10060.6426;10120.704;9832.3159
417;10637.6341;11036.0784;10381.8341;10452.8176;10382.2143;10297.0046;10025.0872;10416.2307;9553.5846
417.5;10291.8576;10955.891;10541.0072;9701.2973;10416.8594;10267.9237;10231.4282;10794.2977;9825.5303
418;10332.5175;10855.9234;10362.5122;10032.5517;10291.7798;10066.8658;10509.2953;10832.6925;10003.9145
418.5;10743.2343;10928.8198;10694.4291;10112.3201;10745.6339;10261.8208;10064.4263;10447.2508;9615.8295
419;10704.0273;10828.6951;10353.4357;9763.9796;10086.038;10539.0403;10053.597;10207.7926;9945.0282
419.5;10368.2476;10719.2582;10258.9593;10017.062;10329.775;10280.0957;10392.9494;10621.0566;9788.3012
420;10464.4011;10491.012;10686.1821;9997.2574;10547.3365;10782.3063;10341.5227;10750.4899;9667.5065
420.5;10339.4309;10830.313;10248.0501;10296.895;10322.8814;10323.5367;9843.1161;10343.3213;9849.2588
421;9856.7689;10405.8415;10367.7496;9724.8713;10645.7194;10565.9721;9808.6167;10108.5017;9632.8341
421.5;10051.2659;10676.2477;10613.5716;10011.2061;10256.3795;10578.3049;9989.8299;10447.291;9667.3765
422;10048.8115;10997.6809;10697.433;9753.2339;10547.8413;10632.2008;9946.2703;10441.7475;9452.3466
422.5;10342.0323;11171.4839;10573.688;10276.5976;10576.5758;10326.4087;10187.1556;10605.1153;9737.6475
423;10395.9786;10870.025;10745.1553;10190.8429;10517.2071;10698.0155;10242.7596;10258.5044;9692.0968
423.5;10344.0191;10525.4311;10881.7774;10066.7702;10399.0975;10208.6667;9941.8064;10592.061;9818.3438
424;10285.2846;10579.3967;10482.9907;9677.3191;10628.5821;10399.0665;10036.9417;10369.1596;9835.8453
424.5;10224.5693;10650.8851;10723.2951;9937.5741;10886.1495;10787.8701;9911.1005;10380.8479;9775.453
425;10327.6442;10789.1468;10381.7544;10192.125;10645.9209;10119.2291;10270.8151;10480.7452;10311.6576
425.5;10068.8315;10916.0296;10580.5726;10211.3196;10535.0384;10632.2545;10127.1531;9917.8893;9969.2526
426;10089.0706;10516.138;10439.1233;10098.3108;10598.3061;10625.6858;9933.8832;10009.3767;9845.8993
426.5;10095.4579;11042.6381;10273.9013;10155.5225;10351.3581;10484.6839;9935.3572;10545.5191;9999.0533
427;10319.4581;10510.3641;10363.5387;9883.2634;10057.6093;10556.1585;10219.7761;10631.5914;9994.6407
427.5;10423.6614;10599.1464;10542.3439;9923.0427;10400.2821;10557.4049;10133.3747;10264.442;9880.7669
428;10128.4526;10660.5511;10468.5637;10023.1708;10289.0202;10549.8638;9783.8151;10733.2411;9845.0906
428.5;10327.0796;10750.9786;10569.2476;10128.2224;10334.647;10311.55;9552.578;10664.1975;9933.7913
429;10680.5891;11112.7926;10411.8568;9898.0454;10179.282;10441.4831;9801.2271;10439.6459;10137.3526
429.5;10205.6706;11122.6221;10499.531;10010.0286;10253.5318;10619.8675;9968.8388;10490.8996;10363.6253
430;10107.9715;11040.4204;10781.0748;10582.5071;10233.9703;10224.9701;9726.0225;10147.6727;9712.1115
430.5;10136.2333;10875.7033;10773.0214;9805.06;10399.8496;10643.1355;9914.2033;10561.7814;9944.269
431;9962.1649;10646.4311;10919.7739;9838.4881;9772.6521;10634.3181;9967.9594;10669.3503;10012.1117
431.5;10485.8039;11189.3851;10761.8135;10360.1421;10467.1189;10518.5894;10172.5047;10060.7037;9764.8526
432;10267.3766;10874.311;10812.7759;10394.2355;10097.9867;10178.2005;10295.8097;10311.864;9391.0069
432.5;10190.1392;10986.755;11042.2502;10350.5468;10495.6165;10419.7376;10355.0787;10228.1905;9609.3447
433;10098.3438;11068.3581;10689.126;10560.182;10272.1063;10011.9141;10618.3387;10207.6555;10128.3184
433.5;10477.9181;11337.2688;10410.0359;10207.9822;10249.4506;10294.3324;10254.687;10441.0286;9703.7498
434;10338.2483;11010.215;10371.4906;10060.6429;10573.0981;10170.1931;9612.0846;10398.1612;9676.4242
434.5;10363.6516;10945.0024;10465.4698;10130.7233;10307.2998;10296.4673;9976.2193;10501.8555;9565.1436
435;10254.5971;10815.0919;10588.8146;9950.1063;10473.3283;10500.781;10052.8497;10468.154;10267.7207
435.5;10260.7992;10955.9623;10564.0607;10128.1051;10465.9321;10836.4058;9964.6863;10260.2229;9919.089
436;10268.8957;10895.5169;10535.7647;10118.816;10317.0368;10542.2483;9992.2054;10701.835;10109.7428
436.5;10099.2641;11050.4572;10752.7819;10210.3676;10233.7112;10343.3209;9839.594;10082.7053;10076.6906
437;9989.4865;10531.2001;10591.7634;10156.8562;10378.8181;10305.1565;10146.7174;10446.4819;10319.186
437.5;9946.2264;10785.0904;10755.6068;10082.8909;10291.5177;10210.4422;10189.033;11068.1292;9969.8903
438;10705.4155;10300.9943;10210.7649;10098.1939;10316.0688;10137.942;9837.3066;10619.8086;10006.3916
438.5;10594.5463;10606.8934;10662.6634;10095.7578;10550.6554;10156.4784;10003.3669;10067.2971;9689.8084
439;10369.096;10258.4188;10494.1106;10105.2633;10142.8672;10151.1264;9799.6338;10701.7979;9644.5239
439.5;10499.0292;10707.0081;10567.2603;10372.7183;10652.0897;10438.4103;9937.6079;10649.2241;9735.9082
440;10514.4332;10651.1191;10518.4227;10148.1714;10552.4711;9933.5671;10124.6598;10667.6764;10015.3814
440.5;10426.3524;10577.3202;10613.6752;10293.6221;10743.1837;10102.8654;10095.3557;10754.2706;10038.0834
441;10285.1913;11019.4595;10918.376;10157.0016;10587.0418;10092.6035;9980.1928;10319.0468;9930.4508
441.5;10469.3685;10857.4308;10558.0817;9971.5965;9816.2402;10252.7012;10175.1895;10508.8082;10097.7312
442;10340.4503;10940.0546;10746.5563;10449.6804;10275.8269;10687.8362;10253.0742;10434.8271;10044.614
442.5;10015.6375;10587.9227;10590.079;10167.0875;10250.2922;10427.566;9908.5546;10354.8262;9967.6827
443;10417.9848;10684.9097;10453.8338;10420.0891;10123.5399;10139.605;9931.0842;10329.7571;9805.6162
443.5;10102.9901;10418.1209;10537.1275;10072.7351;10520.921;10094.293;10001.9573;10213.6395;9839.747
444;10268.031;10605.7306;10657.2176;10005.6138;9713.7395;10680.9822;9890.5993;10377.8259;9938.705
444.5;10185.3083;10537.487;10424.3406;10406.8918;10052.1221;10710.5731;9899.2019;10278.5134;9806.3349
445;10100.2376;10608.1878;10537.7898;10365.669;10007.117;10158.0098;10003.7954;10331.8941;9695.2478
445.5;10589.0496;10685.0079;10488.9952;10504.5504;9968.4459;10284.0778;9792.6642;10346.3682;9869.4372
446;10601.3189;10850.0088;10603.8635;10240.939;9732.52;10275.8083;9922.6008;9982.4726;10125.0204
446.5;10426.393;10867.2278;10569.1385;10185.4184;9876.3863;10480.7456;10024.9998;10204.3358;10097.1443
447;10243.7698;10584.9185;10547.8546;10281.4411;10272.7765;10625.5372;9917.2159;10565.5222;10055.3159
447.5;10265.3172;10886.3532;10519.0458;10177.3619;10008.2338;10402.2446;10191.1176;10391.544;10280.2959
448;9991.5587;10534.8947;10411.9184;10046.6158;10172.7114;10439.1658;10028.3163;10530.8121;9881.8884
448.5;10074.7576;10951.9628;10981.9074;9961.7495;9712.7083;10176.9913;10081.7384;10218.6137;10157.2812
449;10559.8778;10741.3873;10512.2553;10326.6516;9778.0638;10446.5399;9853.044;10450.6385;10297.6389
449.5;10197.6864;10781.0566;10587.2871;10411.9365;10281.3188;10587.7261;9767.4101;10329.7839;10028.9934
450;10267.6307;10691.522;10897.0477;10109.8471;10138.8527;10636.1158;9623.5732;10161.4;10015.7391
450.5;10380.345;10705.2015;10660.0431;9955.1182;10151.4371;10637.8978;9890.7402;10368.3701;10176.1965
451;10511.3667;11105.233;10280.6659;10263.2728;10316.8137;10307.646;10150.2921;10265.7226;10320.4906
451.5;10374.3389;10554.4276;10397.1178;10113.3158;9981.3032;10178.225;9982.5156;10160.7768;10061.344
452;10099.8527;10827.2873;10422.6803;10165.3944;10099.9196;10016.5315;10281.2422;10408.1644;10003.7067
452.5;10310.0258;10668.3359;10542.7195;10448.5252;10114.5053;10038.7521;9851.9633;10504.7101;10266.5771
453;10585.9477;10976.8713;10597.7096;10501.9935;9982.5803;10179.9954;9925.1599;10727.6114;10074.0981
453.5;10348.8238;10586.5851;10388.6865;10287.6479;10239.2176;10170.3831;10189.5967;10229.8359;10137.818
