Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
677;10116.2564;10455.4386;10463.7745;10589.2908;10350.3106;10592.7605;9611.8705;10580.3061;10078.7209
677.5;10121.5152;10826.5052;10647.8298;10050.2332;10474.9185;10720.2712;9432.672;10559.5711;10014.629
678;10149.7116;10511.624;10594.8383;10159.476;10575.9208;10578.6446;9585.5591;10500.5367;10422.6093
678.5;10408.1687;10776.7627;10896.9264;10315.6209;10316.9539;10577.7192;9979.7195;10474.9692;9989.8854
679;10270.6479;10545.9021;10806.26;10075.789;10006.8477;10431.0022;9551.3871;10226.5859;10034.2209
679.5;10189.7914;10128.9008;10653.7235;9771.4933;10072.0221;10279.4205;9517.148;10585.4139;9896.6142
680;10248.4547;11079.3082;10830.179;9753.8403;10199.4271;10596.37;9988.138;10538.0561;9846.7677
680.5;10141.1104;10310.1251;10841.7911;10099.1508;10642.6796;10674.7521;9622.8106;10220.2934;9767.6916
681;10261.5891;10378.2122;10981.8369;10110.1978;10291.8274;10881.2149;9948.4805;10369.6762;9707.9233
681.5;9992.3072;10664.4358;10703.3861;10055.0479;10302.6483;11009.6652;9981.1605;10536.5044;9860.8771
682;10183.8842;10566.9438;10853.1876;10454.6446;10549.7746;10184.8736;9567.357;10468.185;10077.8321
682.5;9995.1577;10628.1036;11084.8377;10350.0665;10534.8675;10813.1019;9377.9205;10319.6925;10173.4153
683;10130.1238;10732.6812;10620.1718;10115.8815;10369.0881;10422.2056;9526.4019;10371.9131;10039.9617
683.5;10154.645;10546.8761;10403.6411;10316.5371;10147.7389;10518.9224;9497.1423;9953.1434;9881.7338
684;10122.8281;10707.9703;10537.308;10306.6057;10226.6219;10380.3907;9646.3971;10631.2077;10007.6643
684.5;10438.2521;10341.8726;10835.6543;9644.6484;10720.5432;10877.7351;9605.3617;10401.2369;9997.9638
685;9900.5394;10484.8773;10807.6612;10319.3124;10211.6203;10797.9627;9506.7032;10448.1848;10028.4323
685.5;9903.2649;10451.674;10658.2504;10374.0215;10936.0331;10982.4366;10194.6195;10533.6855;10104.6138
686;10059.3328;10647.0238;10238.7841;10052.1444;10503.6325;10942.9916;9973.823;10654.1373;9899.9196
686.5;10033.4825;10597.3376;10813.5491;9706.6443;10531.0397;10704.2058;9355.419;10328.4591;10054.1734
687;10040.1442;10116.6494;10584.2572;10256.794;10781.9999;10737.6245;9922.8603;10427.9755;10209.0322
687.5;10127.3101;10260.0845;10689.5603;10397.5788;10294.7209;10669.3481;9223.558;10543.6665;10025.414
688;9994.05;10680.9986;10695.8404;9841.7584;10332.7019;10709.372;9284.0131;10806.1315;10237.9386
688.5;10475.2713;10567.1262;10416.8484;10222.2436;10567.8662;10883.0902;9493.7018;10151.1897;10074.9754
689;10013.4862;10500.8017;10586.8005;10179.7541;10542.4195;10621.5009;10031.2314;10571.6862;10213.4066
689.5;9739.7782;10387.3277;10549.273;10377.7905;10287.9849;10912.3723;9608.4649;10393.0716;9987.7452
690;10154.4193;10222.2224;10647.794;10457.7306;9992.8184;10528.4242;9759.9795;10188.7002;9754.7365
690.5;9873.4735;10434.7096;10931.7543;10203.7035;10347.7159;10841.9772;9514.0927;10352.9968;10064.2335
691;9975.9056;10590.2041;10532.7285;9864.0704;10286.8436;10621.4317;8955.7537;10213.3962;10015.5707
691.5;10000.5702;10390.0471;10387.8544;10099.4664;10254.937;11009.9113;9129.9667;10270.8924;10108.9905
692;9930.7443;10265.1706;10819.3384;9913.4189;10559.2053;10823.6931;9336.4594;10451.2015;10402.2252
692.5;10308.9546;10331.2497;10686.8925;10136.4148;10298.7697;10594.3029;9727.7535;10417.4616;9786.3069
693;10106.2534;10596.7945;10816.5631;10077.9347;10822.3499;10575.4346;9586.045;10296.3496;10106.9187
693.5;10252.171;10416.8559;10504.0535;9971.2246;10066.3124;10684.0411;9632.458;10307.4444;10276.0324
694;10341.798;10165.8394;10799.045;10136.7714;10514.83;10775.7277;9759.932;10620.9843;9737.3993
694.5;10057.126;10290.8651;10549.7447;10324.1378;10412.9091;10950.4741;9663.5698;10133.0795;10081.2684
695;9751.7407;10155.7248;10917.8768;9979.2652;10574.3098;10843.318;9802.7974;10177.1298;9738.4344
695.5;10179.89;10027.6552;10915.1994;9895.5932;10189.648;10697.5618;9562.2589;10745.1346;9990.0268
696;10302.0129;9966.4543;10705.1884;10100.6949;10207.1939;10960.77;9693.5308;10531.7391;9940.9304
696.5;10027.3487;10362.08;10745.6179;10011.8559;10374.4692;10923.4634;9484.1556;10389.5904;9708.9063
697;10319.2205;10386.9333;10559.3172;9577.7484;10377.7148;11026.69;10184.6254;10562.499;9821.9967
697.5;10407.2514;10508.4008;10674.6373;9808.454;10811.583;10675.7342;9883.4601;10902.5882;9800.1277
698;10292.2745;10145.3401;10705.6525;10145.4296;10490.2003;10726.0785;9705.9465;10350.3737;9840.3223
698.5;10423.6612;10444.2397;10637.1463;10366.2819;10151.2095;10980.7447;9760.6964;10165.3219;10264.3735
699;9879.4081;10637.8317;10764.5117;10388.7882;10498.0461;10759.9623;9633.7655;10827.771;10117.9879
699.5;10058.134;10629.3695;10551.121;9974.7519;10311.5034;10648.166;9675.5146;10521.5836;10266.593
700;10268.54;10597.1008;10624.4229;9976.6776;10638.9814;11049.9857;9587.4434;10818.0361;9757.5108
700.5;10174.3122;10082.5806;10673.6471;10334.7393;10755.3011;10447.5846;9572.9708;10755.9176;10014.3112
701;10297.5826;10446.8242;10560.7173;9769.6186;10694.9332;10847.7413;9329.9148;10802.12;10072.7591
701.5;10050.4076;10022.8317;10603.2982;9871.4083;10252.9091;10601.5281;9212.3543;10738.6196;9812.5804
702;10331.5985;10368.6397;10829.6586;10101.6614;10449.4672;10760.6626;9424.6427;10440.0345;9913.2938
702.5;10564.9292;10602.143;10610.3235;9836.5725;10294.442;10484.0616;9433.013;10425.5171;9503.5402
703;10150.4139;10376.2487;10832.0074;9797.8;10300.6129;10884.4112;9202.8101;10518.5241;9815.9226
703.5;10118.0743;10070.744;10488.9639;10010.7382;10454.5888;10843.079;9530.8468;10418.8674;9384.528
704;9989.1595;10331.7328;10567.9119;9911.5569;10264.6843;10591.4084;9367.318;10551.9787;9862.822
704.5;10448.6712;10226.1785;11050.814;9810.3564;10508.8177;10577.5365;9294.5896;10192.137;9932.1366
705;10157.3207;10321.1;10949.8202;10273.9524;10260.2413;11102.9436;9486.7104;10651.1777;9846.0141
705.5;10505.7667;10569.9123;10643.2272;9528.9114;10362.1587;11104.7113;9388.3411;10123.9089;9860.3999
706;10185.2509;10227.3974;10880.6003;10096.067;10073.2848;10763.8542;9771.4092;10540.7939;9980.7342
706.5;10285.9208;10313.5579;10842.4314;10137.1859;10555.4019;10814.8099;9268.9938;10485.1699;9817.1145
707;10345.7746;10286.4669;10746.925;9995.5775;10824.6697;10962.7293;9645.3607;10406.2461;10017.7347
707.5;10074.9469;10469.7611;10375.6879;10188.7869;10659.386;11051.4387;9173.4536;10495.3287;10006.3919
708;9946.2808;10112.1977;10738.8328;10166.5504;10678.5741;10858.689;9553.0214;10188.8093;9874.0381
708.5;10296.1559;10794.8068;10590.6483;9912.8352;10548.6775;10740.2276;9557.3779;10268.2006;9774.2289
709;10249.9961;10735.9966;10266.1419;10157.0815;10441.5575;10576.3046;9704.523;10595.9916;10206.5444
709.5;10184.6063;10540.4201;10773.9445;10530.4728;10440.0359;10276.9637;9544.3138;10469.6693;9863.9869
710;10322.8411;10520.3915;10644.575;10360.3777;10611.569;10907.3869;9423.1617;10618.3752;9744.7059
710.5;10337.2414;10103.5332;10859.7607;10177.0238;10499.6757;10830.1018;9517.4509;10498.6337;9470.0638
711;10395.1585;10581.4268;10517.0523;10381.3878;10308.6478;10681.6095;9850.9717;10434.0107;9994.9679
711.5;10662.1824;10456.5002;10885.3755;10408.9985;10385.3563;10660.8546;9158.5728;10308.6122;9841.9039
712;10284.031;10462.2196;10676.8641;10225.8514;10473.5445;10694.6722;9869.7942;10362.711;10109.2387
712.5;10234.6824;10215.5227;10801.0339;10022.5684;10459.4167;10775.5136;9397.8445;10022.4248;9486.019
713;10012.9503;10608.4423;10769.8928;10191.6824;10532.5415;10759.0556;9985.6139;10486.8681;9480.3222
713.5;10379.3691;10672.9572;10729.8034;10121.4494;10513.5317;10613.4648;9664.9984;10081.1803;9678.5165
714;10558.2111;10546.1252;10577.4679;10235.5458;10260.0972;10753.9417;9967.8318;10706.7348;9804.4635
714.5;10563.8365;10732.055;10639.3412;10620.677;10823.9582;10868.4835;9625.6089;10556.9594;9874.3274
715;10203.1524;10707.3349;10619.0761;9985.2854;10555.2764;10672.7899;9412.2476;10484.9435;9971.8784
715.5;10199.5936;10519.9735;11043.6553;9731.8719;10727.1851;10844.8576;9669.3205;10253.3773;9574.9438
716;10047.5095;10461.626;10607.7154;10263.1589;10320.7225;10441.4099;9462.8226;10128.62;9733.3407
716.5;10334.5728;10566.0139;10899.428;10217.5293;10589.2922;10591.7577;9707.8241;10262.4321;9796.0922
717;10148.8973;10579.5584;10758.3915;10113.3437;10281.483;10648.3911;9507.7788;10275.5067;9502.4187
717.5;10114.8202;10593.0788;10626.6342;9677.7523;10255.07;10736.4939;9543.4538;10310.8192;9518.3133
718;10081.5984;10691.7521;10846.0666;9964.806;10300.4601;10883.6776;9650.4971;9919.0036;9661.1645
718.5;10320.1316;10564.6552;10343.8384;9865.0128;10661.0932;10960.858;9877.4189;10502.7028;9384.4217
719;9833.9299;10622.8855;10813.5319;9722.1207;10320.129;10843.9084;9703.8604;10239.8097;9682.1286
719.5;9863.6949;10628.6762;10390.8387;9617.0324;10225.2465;10591.336;9904.4085;10093.0501;9553.6546
720;10426.9709;10282.8096;10499.4725;9989.3791;10428.4206;10541.0596;10115.1171;10656.4058;9484.0488
720.5;10241.2122;10394.3741;10871.5657;9913.3687;10100.8659;10585.8915;9505.7869;10136.2571;10372.9757
721;10593.4343;10519.4304;10641.08;9677.1515;10497.7571;10566.7761;9624.262;10360.0898;9670.381
721.5;10435.661;10369.6183;10644.8491;9846.735;10487.2151;10492.0339;10162.96;10365.8749;9845.4605
722;10162.6387;10070.395;10562.6826;9687.9319;10513.7543;10618.5652;9580.8373;10588.3262;9999.0761
722.5;10136.1238;10629.8377;10893.2989;9952.604;10407.6883;10949.5029;9558.1486;10362.2553;10002.6421
723;10313.7339;10499.6167;10925.7856;9806.1159;10770.0379;10974.1789;9802.1544;10231.2225;10050.869
723.5;10045.524;10684.3184;10908.9716;9361.2303;10396.6063;11473.5743;9857.9162;10141.1611;9882.6829
724;10195.7011;10557.921;10658.764;9480.8302;10410.2199;10987.8365;9723.9894;10481.2049;9821.3903
724.5;10583.7256;10002.7905;10599.4001;9552.4877;10460.7619;10938.8637;9397.1649;10311.8466;10012.6572
725;10445.5162;10499.4698;10550.672;9917.9193;10643.7713;10837.6048;9616.5312;10323.4421;9568.7938
725.5;10347.8854;10610.88;10531.6889;10176.8931;10007.8335;10694.7496;9519.4828;10381.4125;10007.6324
726;10354.8057;10519.284;10522.2801;9777.371;10182.2976;10547.1253;9849.5594;10376.2423;9620.4373
726.5;9977.8358;10566.4999;10806.8558;10233.2865;10675.5467;10774.9403;9677.9937;10202.6766;10206.2735
727;10046.2748;10239.6749;10762.1953;9839.4054;10402.6403;10605.1542;10005.0838;10323.7512;9853.2749
727.5;9885.4889;10541.1512;10522.6837;10036.936;10274.1443;10695.2235;9741.0555;10249.467;9656.9413
728;9905.5008;10737.5458;11080.8089;9694.2108;10235.6227;10784.6478;9969.3172;10383.122;9753.72
728.5;10332.9065;10507.3072;10638.6136;10148.055;10314.6892;10660.4301;9659.327;10182.98;9940.0752
729;10062.804;10777.9091;10815.0253;9743.9724;10526.9083;10808.4833;9627.9341;10100.0678;9861.2087
729.5;10201.2768;10598.2963;10712.6242;9771.6462;10496.9814;10453.0755;9423.538;9968.1203;9577.3885
730;10141.1226;10788.6091;10996.3104;9471.8894;10180.3875;11039.9533;9369.2591;10067.6092;9912.9663
730.5;10290.5008;10320.1151;10897.0802;9898.3064;10205.1592;10539.1562;9743.1901;9958.5134;9709.5489
731;10189.7059;10813.3411;10317.1616;9801.4965;10263.6775;10631.9712;9367.371;10154.4799;9648.3295
731.5;10098.1116;10735.8969;10463.7988;10039.7427;10299.6317;10703.6116;9321.0353;10285.7364;10065.2426
732;9790.1819;10548.0606;10605.981;10062.5151;10210.3564;10339.4277;9545.3495;10301.9572;9980.1287
732.5;10167.8169;10367.6923;10639.5979;10034.3716;10119.6621;10443.2208;9385.6089;10143.7801;10266.0473
733;9921.4238;10958.5664;10963.0842;9887.9219;10194.1523;10372.9778;9548.1969;10261.0217;9945.6689
733.5;10186.992;10598.6857;11003.2721;9730.3347;10336.5196;10566.7063;9530.0898;10568.7434;9885.7211
734;10208.8106;10365.2678;10697.7639;9838.3233;10885.0083;10604.2629;9457.6623;10331.9074;10135.4599
734.5;10204.6197;10257.5969;11140.1693;9560.9196;10304.2637;10703.4551;9474.0143;10255.2226;9961.8916
735;10166.1354;10363.6363;10561.9754;9628.6119;10495.2197;10681.8455;9200.8673;10353.045;9808.9017
735.5;10207.8985;10918.9308;10390.3648;9414.5939;10192.0598;10404.4391;9276.4247;10272.4002;9833.7015
736;10501.8132;10511.6176;10824.0416;9665.0462;10062.7659;10223.5431;9492.4592;10561.0995;10286.4263
736.5;10086.1563;10426.154;10928.5374;9556.551;10537.7733;10320.8333;9721.7719;10434.8929;10344.3669
737;10180.2925;10653.6616;10794.4882;9751.7074;9814.8164;10552.8452;9856.6358;9948.3013;10124.0026
737.5;10706.7723;10674.0712;10982.5163;9466.9441;9893.276;10947.1975;9285.6505;10317.1301;9801.587
738;10187.835;10623.8198;10839.8811;9333.1351;10011.9448;10567.2551;9576.988;10152.103;9740.0802
738.5;10098.361;10310.9793;10989.0383;9393.5703;10300.8231;10271.5446;9491.0185;10140.2212;9487.566
739;10263.8853;10214.2993;10667.3002;9260.0461;10060.533;10708.7931;9889.9855;10207.0184;9790.9601
739.5;10028.136;10353.8576;10632.3122;9674.1648;9682.2034;10525.3598;9910.1491;9807.611;9523.3
740;10445.1367;10531.458;10714.1824;9419.1918;10143.3964;10691.882;9686.414;10021.8825;9915.246
740.5;10105.8778;10800.5617;10797.4689;10008.0809;9920.2479;10661.0236;9960.032;10185.4212;9770.4869
741;9951.0435;10614.5396;11038.371;9777.8742;10225.7821;10879.2822;9642.5432;10206.7231;10416.6301
741.5;10376.1131;10719.8515;10541.0232;9776.2177;10690.6221;10266.0367;9456.5118;10006.5406;9723.4843
742;10187.478;10502.119;11271.7363;9780.2788;10191.3415;10916.3771;9480.7716;10242.5644;10202.7577
742.5;10297.7511;10325.4733;10885.247;9852.6329;10287.4202;10514.3627;9374.7005;10282.8856;10089.1493
743;10140.6037;10849.8987;10389.2;10030.6417;10086.8275;10341.2249;9315.3328;10236.969;9993.4676
743.5;9957.6447;10787.8365;10663.1047;9897.9001;9952.7918;10686.1113;9610.9804;9855.1168;10020.0509
744;10527.4944;10500.4503;10395.3239;10036.7214;9891.7144;10837.4787;9225.6228;10194.8854;10217.0345
744.5;10385.2586;10604.965;10914.8312;9892.425;9956.2773;10788.2063;9690.3767;10188.9976;10089.1131
745;10298.8736;10635.8175;10728.6913;9838.7933;10261.7614;10760.5855;9620.2141;10314.4669;9766.5086
745.5;10532.4571;10894.6011;10411.7265;9908.4732;10265.6514;10469.5159;9666.4847;10044.0203;10102.4942
746;10405.4652;10589.8922;10336.1104;9659.6384;10297.4159;10559.4045;9830.3652;9616.9632;10258.5328
746.5;10464.257;10135.88;10416.2479;9382.7184;10378.8268;10443.2345;9640.6034;10018.6012;10284.03
747;9690.3219;10488.5009;10438.5457;9348.3397;10237.3598;11014.1296;9844.786;10352.4684;10219.925
747.5;10260.0519;10183.3286;10825.6352;9433.143;10563.9252;10530.2044;9990.886;10089.7303;9846.1323
748;10111.4193;10482.8868;10525.076;9480.8059;10460.1089;10567.3348;9550.635;9934.3786;10324.8369
748.5;10056.8327;10735.813;10615.4825;9751.8998;10131.4571;10684.1108;9588.0247;10280.5645;10250.9387
749;9971.5249;10391.6255;11048.0008;9495.0287;10343.8808;11024.0976;9730.1032;9879.9745;10307.8945
749.5;10383.1959;10214.0436;10843.3087;9541.8407;10319.7083;10802.5093;9878.4379;9762.509;9783.414
750;9994.2212;10552.9793;11051.8546;9392.1255;10237.0753;11150.4075;9854.4234;9984.7986;10209.5005
750.5;10090.7874;10621.8097;10499.8077;9538.2692;10541.2988;10893.3319;9539.7297;10024.2885;9857.4139
751;10199.0851;10532.2229;10505.0572;9384.2316;10437.6122;10673.9572;9710.0077;9984.0103;9982.7899
751.5;9954.1234;10594.0027;10862.8213;9471.6071;10231.3195;10823.6535;9495.6297;10071.8966;9802.9189
752;10258.7359;10531.5022;10572.0352;9440.6769;10695.8802;11079.7571;9887.3545;10054.3768;10131.1094
752.5;9823.0744;10476.0766;10419.1968;9551.3398;10718.277;10926.5553;9920.6986;10557.8329;10044.6449
753;9873.9947;10676.3709;10222.6555;9662.4144;10543.8747;10760.5138;9444.4655;10276.6102;10054.4163
753.5;10083.7934;10535.7733;10622.4866;9668.345;10624.4989;10603.0881;9628.9939;10497.7878;9694.6234
754;10521.8731;10874.238;10686.6697;9270.6345;10577.7361;10418.9099;9754.2327;10563.5688;10089.0064
754.5;10249.0688;10492.9016;10218.7764;9097.1368;10791.8532;10751.4338;9860.1141;10614.2161;10296.2781
755;10406.2117;10552.9793;10658.8886;9615.3165;10469.8193;10920.5081;9807.6733;10132.6151;9859.0199
755.5;9977.2243;10794.3924;10612.1366;9364.3425;10783.0489;10890.4921;9972.8815;10204.4771;9609.2266
756;9923.3013;10431.7709;10376.4296;9706.1997;10340.5435;10962.4205;9852.2057;10305.9499;9915.0983
756.5;9923.1211;10457.4025;10591.5868;9559.7572;10618.2435;10717.5908;9952.6376;10564.69;10309.2635
757;10120.8223;10400.5902;10477.8825;9417.1156;10553.3633;10810.0528;9578.9978;10257.9819;9673.4172
757.5;10392.6085;10360.188;10823.3475;9654.8189;10605.8135;10645.0607;9891.8795;10141.5285;9714.3211
758;10534.1024;10772.1404;10957.391;9674.5494;10247.2529;10772.1212;9289.9755;10118.3707;10028.7615
758.5;10499.4888;10379.3056;11091.3777;9603.577;10422.3545;10979.1272;9644.2365;10342.6808;9765.9086
759;10212.8945;10233.2671;10309.1218;9455.7306;10525.4257;10765.2077;9475.3013;10497.9552;10361.1574
759.5;9930.85;10790.9634;10665.657;9668.7928;10468.0363;11019.9615;9849.8747;10301.4868;9957.8317
760;10210.0408;10643.5908;10164.5486;9658.9081;10126.8143;10824.8082;9942.7553;10128.6595;10016.42
760.5;10426.9858;10627.1673;10652.9603;9772.8687;10299.005;11088.2787;9482.5957;9854.2774;10127.121
761;10387.1647;10321.668;10700.676;9708.7851;10120.5227;10527.3662;9985.8772;10064.4427;9598.2232
761.5;10494.3624;10844.766;10364.3572;9724.9717;10225.4933;10940.2868;9834.8408;10080.3067;9965.4865
762;10275.3163;10564.2483;10333.419;9418.6033;10424.9685;10965.6457;9532.7613;10339.4923;9838.674
762.5;10213.9175;10892.6343;10665.7966;9616.1972;10186.4444;10766.3124;9961.5173;10239.121;9661.7318
763;10332.7293;10316.3863;10602.8301;9712.5619;10556.376;10610.2118;9372.174;10345.4717;9459.3248
763.5;10220.7047;10560.5479;10457.1023;9658.4287;10599.6064;10652.4367;9504.7282;10161.121;10075.7002
764;10082.5739;10779.5599;10569.9197;9875.3047;10597.8628;10518.8685;9837.5891;10402.6339;10216.2526
764.5;10435.148;10346.1371;10538.3055;9721.6221;10468.8267;10899.844;9563.241;10412.577;9703.2093
765;10217.4891;10788.2078;10595.1979;9304.0045;10305.0006;10784.5629;9937.4382;10080.835;9916.9417
765.5;10156.3063;10490.1747;10898.1478;9364.7338;10498.0055;10516.597;9727.4353;10508.7481;9483.4915
766;10139.9322;10527.8143;10483.1029;9866.6028;10075.9151;10751.2701;9503.7656;10327.9409;9918.5623
766.5;10123.3624;10648.2758;10682.7599;9751.8533;10182.3974;10987.0026;9687.9689;10645.9393;10208.4518
767;10069.2079;10130.1408;10788.6701;9734.6738;10436.1854;10725.6973;9530.424;10469.9539;9658.2171
767.5;10020.8099;10047.5295;10480.9784;9619.5362;10450.143;10724.5382;9685.4698;10126.3872;9670.0957
768;9885.2061;10493.2064;10622.4078;9553.8933;10425.5708;10792.3149;10012.8996;10122.4231;9981.9358
768.5;10256.3247;10583.449;10798.7703;9114.526;10298.248;10684.8436;9654.8159;10205.0544;9973.5438
769;9881.7397;10601.4623;10497.8922;9620.1395;10688.306;10445.6003;9619.6546;10506.7969;10040.3524
769.5;9951.1417;10353.5781;10428.2805;9495.8542;10586.4157;10653.4511;9769.7526;10231.0052;9557.9807
770;9796.262;10520.584;10619.5499;9537.5245;10314.7569;10827.637;9714.9993;10230.2105;9928.2248
770.5;9582.2462;10502.4391;10493.9346;10028.6674;10413.629;10657.6871;9608.4392;10263.8149;9688.1529
771;9686.6956;10236.2621;10441.0882;10060.4189;10666.8333;10631.4637;9586.1069;9968.1526;10021.5295
771.5;10083.3229;10336.6682;10543.1311;9856.9931;10477.2648;10481.725;9507.2921;10015.4121;10372.9953
772;10312.11;10403.0833;10385.6195;9617.7753;10394.7904;10930.4185;9566.1064;10030.9174;10281.6602
772.5;10055.0662;10406.6885;10485.9431;9285.2696;10261.9323;10994.5048;9797.8119;9719.1384;9768.246
773;10374.9881;10824.2098;10351.0372;9799.2697;10538.6089;10733.1571;9615.7188;9784.4901;9977.6704
773.5;10204.0528;10241.8067;10795.6348;9709.8218;10501.0321;10706.1655;9595.2067;10030.4862;10106.7325
774;9979.3301;10578.2333;10397.3768;9576.7433;10622.7525;10820.1024;9592.8257;10127.989;10313.1412
774.5;10098.5687;10542.2875;10682.4539;9580.3161;10484.132;11074.8099;9772.9312;9890.4282;9922.4226
775;9975.2701;10524.7638;10485.3909;9520.8869;10305.2343;10759.2541;9657.1476;10084.0049;10497.1056
775.5;10294.7597;10483.8105;10700.8043;9818.5103;10345.655;10718.4407;9843.5207;10068.8509;10206.9491
776;10177.9479;10786.8529;10729.2826;9411.0412;10223.7077;10555.325;9833.4568;10282.5125;10400.5286
776.5;10340.0678;10707.7668;10710.631;9643.7937;10319.2518;10586.1704;9803.335;10218.5787;9960.6921
777;10382.7069;10811.2464;10542.7386;9586.3079;10385.4932;10756.7964;9830.8528;10310.831;10007.7027
777.5;10315.6188;10246.3145;10788.5619;9695.5167;10228.0563;10644.0225;9624.0971;10276.3539;10030.518
778;10429.5642;11079.115;10441.6265;9324.0034;10140.2577;10630.7802;9430.8769;9972.5058;10137.7678
778.5;9800.9069;10621.7785;10543.7539;9613.2761;10381.6991;10510.3746;9455.8608;10104.1531;10294.752
779;10075.4684;10806.6493;10423.8237;9581.0058;10645.3401;10667.3112;9285.7442;9940.49;10271.9885
779.5;10120.5014;10434.9948;10832.5545;9499.8613;10507.326;10860.6462;9674.1066;10521.998;10241.1798
780;9749.2637;10581.4732;10444.6051;9644.1025;10344.0499;10656.0924;9581.2762;10464.6588;10330.9567
780.5;9951.9003;10718.8686;10490.4348;9385.7849;10469.1631;10627.6145;9719.4704;10143.0959;9951.8607
781;9807.5158;10646.7572;10938.4249;9328.512;10554.2493;10820.8342;9752.3872;10225.0283;10113.369
781.5;9924.0279;10757.8548;10429.1315;9533.5997;10794.5243;10923.1491;10145.9521;9861.8123;9959.636
782;9573.2551;10954.9728;10343.1677;9368.9902;10293.4168;10881.8881;9998.8614;10222.6021;10074.9333
782.5;9985.8276;10328.2158;10806.0337;9538.7999;10407.4304;10336.5438;9835.7225;10266.6844;9799.8677
783;9936.8301;10780.7819;10428.0317;9273.7986;10393.9138;10942.0621;9812.4233;10350.8001;10025.4141
783.5;10338.8826;10562.7269;10656.4423;9487.1086;9888.7542;10677.2216;10024.6789;10084.6987;9974.7936
784;10201.2526;10965.9452;10118.6892;9606.0271;10452.2906;11028.9685;9291.8219;9988.4727;10063.7277
784.5;10249.2865;10936.2456;10415.2886;9716.8745;10195.6794;11048.6589;9501.5993;9885.3763;10174.5525
785;10014.4502;10384.5922;10698.1839;9878.3786;10277.585;11070.586;9544.631;10218.7821;10301.0938
785.5;10005.4799;10722.7195;10821.9013;9401.822;10231.5125;10699.0447;9733.0735;10427.3375;10257.1811
786;9994.1507;10685.3747;10524.7044;9773.6276;10199.8843;10699.5412;9968.0549;10355.2089;10272.307
786.5;10012.2708;10486.1857;10640.2029;9397.6862;10316.1078;10666.5843;9518.8901;10212.7933;10187.6159
787;10109.6742;10416.7738;10670.9814;9854.3856;10163.2568;10844.4586;9675.7235;10143.6447;9960.2238
787.5;10056.7088;10395.7812;10602.511;9455.3985;10508.5667;11053.384;9738.0712;10327.0186;10112.4463
788;10221.1031;10457.1035;10710.2478;10023.2687;10288.9249;10740.9889;9534.4541;10392.9446;9766.4993
788.5;10182.6736;10239.9786;10587.4859;9735.1904;10413.8284;10897.8065;9546.5787;9840.8505;10184.7171
789;10259.4574;10531.178;10739.3148;9263.4698;10116.737;10749.5095;9646.6598;10172.5529;10253.7531
789.5;10384.4964;10805.9629;10616.2407;9684.5457;9763.94;10497.54;9715.4962;10195.0329;10139.9381
790;10059.5487;10985.9847;11009.078;9643.6665;10241.0533;10483.1752;9771.031;9971.9209;10331.1948
790.5;10068.915;10664.6711;10538.1388;9361.6291;10389.4523;10970.3912;9756.2673;10284.8918;10303.465
791;10275.4426;10555.4043;10319.8201;9412.7017;10360.2426;10911.8377;9726.9815;9796.8705;10265.573
791.5;10201.0056;10880.6919;10637.247;9621.288;10031.3958;10449.5802;9285.5989;10205.1802;10045.077
792;10605.2723;10717.0657;10537.8528;9396.2761;10299.9635;10623.5374;10036.425;10124.4483;10273.5641
792.5;9752.1779;10567.4823;10612.3395;9584.1676;10274.234;10886.4829;10065.2998;10759.0851;10392.3707
793;9962.822;10606.4723;10545.2195;9786.5198;10300.2242;10581.7218;9507.001;10375.0598;9931.2619
793.5;9972.5178;10404.5984;10448.9019;9397.3534;10478.7978;10601.5327;9783.5361;10238.8998;10045.2376
794;10049.7665;10716.0082;10564.3302;9657.8457;10353.765;10736.4124;9712.5655;10588.9131;10408.1062
794.5;9683.4078;10658.2003;10406.7656;9569.2577;10226.9587;10921.5934;9613.4386;10527.4546;10675.7685
795;9967.6785;10652.4571;10485.5403;9668.4812;10040.3155;10428.4388;9648.7557;10464.6;10252.9765
795.5;10067.3775;10721.5854;10314.5075;9577.023;9712.0936;10577.7605;9801.3672;10153.766;10304.6046
796;10024.3669;10833.1865;10141.6437;9685.1459;10376.4452;10798.6068;9495.175;10195.7196;10233.986
796.5;10190.8959;10771.3468;10700.4787;9534.0381;10391.0991;10965.2768;10019.1282;10684.4078;10337.0792
797;10479.2219;10606.6682;10684.0615;9828.9905;10288.0887;10368.0179;9781.6488;10675.1082;10029.2566
797.5;10034.2352;10162.7343;10348.6895;9884.8061;10134.2361;10510.0642;9744.0912;10374.317;10291.6796
798;10201.2766;10597.1758;10457.4361;9626.8497;10380.224;10759.9329;9675.8833;10122.1995;10491.4066
798.5;10739.386;10742.8298;10531.5045;9277.2769;9872.9187;10614.2056;9908.856;10105.9433;10016.1772
799;10667.8494;10083.9008;10478.6278;9268.5606;10198.8664;10721.3595;9874.4949;10258.9629;10264.0981
799.5;10332.0645;10420.8998;10404.717;9389.3413;10284.6822;10600.4108;9760.1746;10202.8049;10022.2206
800;10152.31;10748.0753;10481.1156;9310.9543;10538.0913;10658.5526;9834.793;10381.2961;10107.1833
