Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
584.5;73.1422;117.6335;105.0804;64.8903;56.9432;21.2697;28.4237;57.7331;29.9988
585;69.7747;118.6492;107.3825;60.107;50.5517;30.2316;45.6073;49.7676;40.1171
585.5;64.4508;109.1717;104.8534;53.9975;52.1868;33.668;33.2926;51.0559;23.9676
586;80.9986;109.5182;108.2547;57.0004;62.0377;37.7344;23.4017;64.0183;35.462
586.5;74.1802;111.8574;96.6318;60.5836;56.6166;26.5293;25.6275;51.6416;24.1497
587;73.5585;112.4803;117.0446;46.0268;44.267;24.7316;22.0604;60.8857;33.8995
587.5;66.694;116.6485;85.1376;68.2318;43.8502;33.3971;19.7929;56.7045;25.0568
588;67.2119;118.8275;102.3705;59.252;51.3319;25.4495;27.6371;60.6646;34.6779
588.5;72.1063;120.299;107.1583;55.1059;43.073;28.1497;17.5482;57.3658;26.021
589;82.7772;116.2658;108.214;65.7572;55.2015;27.2281;28.942;58.4847;35.0578
589.5;87.8982;124.8749;94.2294;64.3577;49.5017;34.8502;21.643;57.6208;30.3035
590;90.056;135.5435;100.8221;59.0423;65.7376;32.9347;25.4694;58.1638;37.9564
590.5;78.6416;117.6089;91.4113;49.3224;49.4755;42.0127;26.7126;45.0386;31.2847
591;72.2263;122.7729;102.9596;49.1839;59.1944;26.8471;23.1472;51.2169;22.9823
591.5;74.584;110.8857;94.8163;53.1587;65.2964;38.7229;25.399;56.5352;20.5543
592;80.7237;111.9582;113.337;52.4693;49.7189;31.3868;24.954;56.1536;17.7205
592.5;97.9539;117.4392;116.1106;53.5663;50.0312;34.2955;26.5293;54.3788;20.2167
593;85.7872;114.9014;91.2797;46.1884;50.3914;38.6018;39.0222;55.171;28.4804
593.5;83.667;112.773;91.2125;64.0717;42.071;31.0504;26.353;56.3581;29.0061
594;72.5385;122.1312;95.9529;63.121;32.9448;30.7405;19.2471;58.8966;27.796
594.5;88.4962;106.4045;109.8271;56.9554;39.4791;40.6115;35.5033;48.9705;29.8949
595;86.1407;111.7918;95.2841;58.0451;43.2988;25.4057;26.2395;55.5197;28.3618
595.5;89.363;117.6882;104.0268;58.7662;41.7111;32.3237;31.2707;67.6421;24.5898
596;84.3238;118.4248;96.6712;66.9048;46.2729;30.3686;37.2034;54.222;21.8535
596.5;80.5489;115.6995;85.7477;58.1627;36.7896;44.8568;24.1403;53.0109;26.995
597;81.012;114.2;91.5679;57.5294;33.6675;39.6571;38.6291;59.1697;31.7016
597.5;89.5577;119.6311;82.1877;57.3263;35.711;32.4515;33.2125;45.381;22.9783
598;90.3033;127.2794;95.1938;68.4062;47.457;26.6222;28.7124;58.3032;21.1009
598.5;93.4826;116.5276;86.2651;57.274;47.9485;33.4164;34.0854;56.8903;22.9985
599;94.8432;124.2929;95.1449;75.5579;54.2371;27.9176;30.771;54.9852;33.3309
599.5;76.8248;130.6984;103.7769;58.1501;38.5507;30.7183;29.3616;55.9782;31.6579
600;86.9902;114.8323;108.3853;64.5624;38.3664;41.8816;48.4531;57.0939;34.5007
600.5;83.7052;114.3908;99.6056;61.5332;38.9943;33.3771;28.8585;46.3489;28.9031
601;82.7938;113.4952;101.3451;79.9379;43.3824;26.7601;22.9804;44.8953;35.8768
601.5;76.0963;128.4747;94.5462;52.9564;48.3819;27.9833;25.8357;44.0065;23.9747
602;86.6538;122.0594;87.3335;61.9423;53.4324;24.4499;36.0357;53.0607;27.2529
602.5;89.4048;119.1791;88.5419;64.8367;59.7067;39.9421;26.5802;51.9469;33.4151
603;83.7843;119.9623;84.2176;71.9714;57.8766;36.0698;34.8957;45.9017;36.2438
603.5;75.9756;124.2212;91.2004;59.1346;50.4709;28.1848;33.3229;50.9494;39.7457
604;81.7377;124.399;98.967;56.516;50.2272;36.6211;31.488;54.3167;32.9476
604.5;88.2735;131.0525;88.5941;67.3819;52.4004;29.0835;36.5277;53.7061;28.4358
605;80.3557;120.1703;93.575;57.1577;48.1423;32.3278;32.7818;52.4828;18.8772
605.5;88.1458;113.194;78.1006;70.3805;42.8816;38.4332;40.4938;42.5447;32.852
606;85.1325;119.5378;97.4125;66.9159;68.6076;29.5296;28.8815;53.2312;26.1467
606.5;86.9539;116.1025;105.5763;60.5277;47.5761;30.1196;28.4635;39.3027;25.7466
607;85.625;123.8602;104.6537;60.8396;58.8024;31.8311;35.1405;52.2275;24.9797
607.5;92.7104;131.248;105.532;62.9397;45.5738;21.5964;18.471;43.8483;25.9273
608;84.2871;122.4475;108.4296;66.7172;48.2451;23.2214;32.3636;46.4294;24.7399
608.5;66.8213;127.624;100.078;59.6108;45.7867;27.1085;22.4484;44.7244;28.1279
609;85.55;107.6324;101.5317;63.9412;50.4782;35.9601;30.9504;46.5455;21.961
609.5;89.2989;118.4998;94.8709;55.6993;61.6799;25.455;42.917;43.9661;25.4098
610;88.347;122.8311;77.7718;63.268;45.6871;29.5899;28.4542;43.2991;23.7691
610.5;92.32;118.3962;89.5037;48.434;55.6928;24.3971;26.6109;56.2698;24.6898
611;81.3642;99.0486;95.4098;52.3132;49.3224;38.2801;35.2793;43.7053;24.3422
611.5;90.093;109.5132;78.9015;51.3413;45.9448;33.1903;38.3613;50.8833;22.681
612;87.3746;117.2629;82.9947;41.9482;55.7332;28.5742;28.6974;55.9419;22.9216
612.5;82.7724;130.2481;99.2707;55.7703;42.6308;36.5805;39.9506;48.938;21.1277
613;76.7878;130.8264;96.8376;60.1172;50.2583;33.9508;27.6504;48.1141;13.4317
613.5;92.6859;128.544;90.3356;53.3525;48.6749;45.1595;30.2605;49.2457;30.9161
614;81.9152;116.6746;91.0089;50.2606;49.0498;35.3879;32.5336;45.0532;19.5878
614.5;82.802;110.5038;96.3234;66.3993;43.3464;27.5562;34.1243;48.4204;35.3987
615;81.8245;114.1564;95.7222;62.8121;52.4121;42.3281;33.6885;49.0529;17.4121
615.5;101.5708;131.3486;91.0977;59.8404;45.9325;25.2492;24.122;34.0646;43.4082
616;88.6472;121.0725;96.282;68.7618;64.7175;31.6936;24.3782;54.6332;32.966
616.5;95.6388;126.9515;91.5059;62.1884;52.3079;38.1923;34.6764;46.6225;29.2427
617;89.4551;118.3286;94.0541;60.3703;60.4078;37.4318;48.5256;49.2534;20.4477
617.5;87.0152;120.1344;94.34;59.7818;62.0875;46.062;46.996;46.9875;22.6574
618;102.2711;128.6332;103.4264;60.613;56.1258;36.8156;49.3142;42.4696;20.0896
618.5;86.0937;116.5;95.6432;53.124;59.3798;35.3956;40.175;37.9607;29.8769
619;90.938;118.1551;91.4;55.0799;54.0911;29.0615;49.5373;52.3526;31.1226
619.5;85.5002;113.8895;94.3666;56.2104;57.711;27.269;47.3981;43.8699;23.6215
620;91.3369;122.7345;97.1411;66.3558;52.2032;19.407;52.3677;41.4206;36.8716
620.5;92.5786;120.715;89.2455;59.5969;67.137;29.5628;54.5997;61.969;31.7174
621;93.4955;128.0853;93.3563;68.2164;52.0746;42.6835;45.1787;54.3086;36.1543
621.5;87.6755;124.4058;104.4581;62.3292;57.7683;39.5734;47.7737;47.6488;32.351
622;103.329;127.2154;94.834;68.4119;50.1265;36.5947;54.3845;38.6599;29.4756
622.5;101.0595;122.3134;92.0826;62.0035;62.1304;28.9979;53.391;49.3938;33.4929
623;93.0749;131.9459;90.5665;62.6607;49.3093;28.7344;40.2564;40.335;16.4903
623.5;90.0753;111.7998;87.7045;69.0705;49.1648;29.8701;42.2679;56.8354;24.1255
624;90.2705;121.0388;81.9085;61.0551;54.0786;30.5288;43.0929;65.273;26.6578
624.5;82.6521;114.4753;96.0969;68.2225;59.2041;28.7921;48.3227;57.2673;25.5741
625;75.009;117.6166;92.1206;58.1667;65.0111;33.8598;27.8123;56.5735;32.3706
625.5;71.0615;110.1572;95.5763;62.4798;65.8545;27.0676;32.6296;43.2593;26.4055
626;69.5811;111.5972;95.5452;51.0761;44.375;31.8641;38.3911;56.2698;33.4459
626.5;59.5834;108.4206;92.8958;51.1316;64.0677;42.9244;35.9504;49.6892;25.4576
627;67.8393;109.3305;103.1308;76.821;57.8446;33.7318;31.2924;53.8697;21.7294
627.5;72.8841;108.0223;98.816;60.4478;60.8877;34.0991;50.8886;55.4895;30.8816
628;67.7667;106.3262;90.2861;56.9109;65.9859;34.7486;31.8956;49.0394;29.0462
628.5;61.0681;114.3477;94.8149;60.6815;48.2355;41.6199;39.9845;57.9405;26.2962
629;63.5836;125.919;99.0368;59.5843;56.2952;28.6848;20.028;56.753;29.4008
629.5;73.9362;119.5382;92.2835;53.0445;57.9503;41.039;52.213;64.781;25.6501
630;68.0332;128.1317;90.3815;61.6824;63.5403;21.6771;38.4201;47.8851;25.9203
630.5;73.3342;120.6523;98.0203;64.0577;44.8354;26.6198;41.0721;61.4494;30.9819
631;72.3343;123.8557;97.4932;52.5909;49.4506;46.455;62.0395;63.558;23.9093
631.5;81.6622;124.4676;92.588;53.7682;45.1461;32.7211;65.0614;49.4892;26.6199
632;80.7171;124.9603;105.6821;46.2034;58.6151;21.6129;31.7891;46.7078;27.9694
632.5;90.943;114.5336;89.5103;62.8536;49.6046;46.5848;56.8501;36.6647;33.2908
633;64.107;108.9371;83.6691;63.1369;49.0714;36.3161;46.9416;47.7094;28.89
633.5;79.8909;108.5275;97.1316;62.1795;67.3955;25.601;41.4989;62.1787;27.1352
634;102.0038;115.8702;95.7756;55.3191;44.3522;36.9622;46.5688;49.7958;23.7444
634.5;86.9617;107.2949;91.4865;55.7296;47.6069;32.5113;27.7005;52.5422;13.8249
635;94.4287;120.9054;91.1615;59.1139;50.0488;26.7956;38.0787;45.96;26.1535
635.5;90.5689;116.3013;93.3137;53.5771;60.1865;22.2606;30.4161;50.8458;29.933
636;88.1999;122.3924;97.0903;51.3178;60.4129;37.9907;51.9106;38.5062;24.7734
636.5;86.9599;107.8244;106.0721;50.4247;50.0604;20.2476;40.8797;60.0283;30.4317
637;94.2477;106.5214;88.9403;59.2576;55.1611;19.5269;38.8144;52.5194;38.2434
637.5;100.1888;103.6877;105.2216;56.9852;45.7233;40.9462;32.9286;44.0579;27.4691
638;93.3988;121.7524;86.6699;52.5375;54.5034;31.862;34.5032;37.2711;28.3352
638.5;63.67;110.9389;102.124;54.2012;45.7534;28.7569;28.1368;45.5556;29.7401
639;67.1575;111.2087;87.6137;63.5154;49.7793;31.5348;29.5932;44.6529;27.1847
639.5;88.492;112.7939;104.4229;59.6884;55.5648;41.2258;38.4915;45.2114;29.9838
640;74.723;101.3323;87.5367;59.6342;47.426;23.375;27.4352;43.036;30.472
640.5;79.0814;119.8075;96.2438;52.6755;52.0125;24.078;37.2108;62.3634;17.9011
641;84.7119;115.6996;94.0386;57.4957;55.2889;19.6023;25.8087;56.6344;24.4828
641.5;84.7143;113.569;96.8411;59.9323;55.5251;28.4055;41.1261;56.6418;39.147
642;82.3995;108.2271;87.5801;43.1101;55.1219;27.3629;31.2944;58.0626;30.1348
642.5;67.0713;111.8431;92.4519;60.1668;50.077;23.9969;30.6457;67.0032;36.8337
643;68.8351;111.2935;86.002;59.7257;54.3031;32.6729;39.1544;57.2341;25.0114
643.5;67.6175;116.9184;92.7264;65.2832;46.6913;27.8297;29.3243;52.9415;19.1017
644;73.0363;108.8683;98.1928;54.7589;57.4878;28.7417;42.9015;43.2588;29.2027
644.5;72.894;127.0632;102.8502;53.7298;48.3129;23.912;35.5443;47.7054;32.1059
645;92.8943;116.4368;98.511;57.7166;44.0933;15.4654;46.7708;47.8856;23.9274
645.5;88.3563;119.221;97.4288;65.3251;56.3626;15.8981;40.7245;48.9869;20.8294
646;101.4398;111.5337;94.2584;56.7742;56.9973;24.8987;39.9795;46.4376;24.2405
646.5;82.1353;114.7058;89.5429;62.7677;51.6898;22.2782;32.1929;53.4931;19.9331
647;88.8592;127.784;93.7191;57.6783;58.5321;17.7431;27.4382;55.3457;24.3982
647.5;86.1479;120.2073;75.0224;55.5494;52.233;24.2322;35.8469;56.491;16.5667
648;85.7632;127.221;90.0321;53.5775;51.6043;26.3404;32.0258;61.4114;29.4888
648.5;101.6933;123.5298;80.0947;50.8511;65.7327;45.3964;28.7679;58.5004;22.1459
649;80.4078;115.7006;83.8393;58.1109;55.7666;38.746;30.5193;50.1463;29.7154
649.5;77.2763;103.6991;98.1786;69.0225;51.3378;31.2608;24.6408;71.4552;27.5946
650;79.7977;103.4499;100.6021;64.822;56.2633;28.6218;20.2862;55.5777;27.3104
650.5;77.4296;104.6408;100.8101;56.681;54.4446;21.2986;40.9181;53.019;25.545
651;63.9695;108.5386;89.785;52.4868;58.6491;26.8299;23.3735;52.1418;29.6562
651.5;65.573;102.1569;87.875;52.9183;49.7837;35.4464;30.6687;55.7445;29.5644
652;68.4609;101.5023;95.4712;65.1066;50.923;30.4267;30.555;64.7907;27.3748
652.5;66.5107;104.8569;91.0183;56.9214;49.162;31.7841;39.1402;60.8488;27.6531
653;64.3643;106.5189;94.4833;57.6908;63.9898;32.8944;31.9231;51.2691;21.9532
653.5;68.562;108.0588;99.3347;54.0237;64.3;33.2304;30.8112;66.3745;19.043
654;79.2588;101.5048;105.1508;51.5354;53.6887;27.6242;49.82;65.4778;26.4003
654.5;73.7303;97.7011;106.8339;63.5139;52.7543;36.3092;43.2254;46.0182;26.2252
655;72.1864;102.8158;88.4794;60.5443;51.9384;35.3681;41.7142;53.9659;22.8228
655.5;78.6913;98.0372;99.9776;61.2884;50.041;40.1847;39.959;42.706;18.7543
656;84.5633;112.6706;87.8156;59.6095;51.4898;40.7134;40.5746;44.0964;32.4558
656.5;73.7777;107.2713;95.8993;58.9992;58.5546;45.7836;39.3665;52.5252;24.5151
657;68.3005;101.008;94.1832;56.9229;49.2386;25.7841;36.9265;55.6576;29.7129
657.5;74.5285;105.797;96.193;73.4151;59.4118;34.5935;40.955;58.4004;23.2073
658;70.7943;104.3045;101.1383;55.5558;61.5438;31.2656;41.8833;76.1951;24.8024
658.5;58.4163;94.5289;96.3663;67.1937;52.0423;33.5692;39.489;59.2679;26.9487
659;66.7429;107.7903;93.9688;67.5191;45.4071;26.065;56.7183;59.1951;21.2978
659.5;57.3246;112.9634;100.6364;66.9983;58.9223;27.3393;55.5235;61.0738;35.1193
660;64.4868;114.4753;106.8513;60.6417;62.5544;28.8303;39.7897;53.6596;34.2784
660.5;65.1473;106.1871;94.4976;60.2332;48.8011;36.2157;43.6827;55.857;22.6249
661;69.6387;111.9172;86.4391;54.3318;39.5579;30.7142;51.0599;60.9375;29.9893
661.5;86.9375;111.4711;96.9909;50.3891;64.2061;33.5832;44.3314;38.8848;24.235
662;65.3613;120.4333;82.7257;60.4463;71.4686;32.2313;38.9878;53.7829;24.3228
662.5;69.1081;118.2704;100.6422;49.3191;59.8093;24.5237;41.6684;53.6501;28.2657
663;68.3218;104.3785;101.762;57.4062;55.8553;32.8551;45.1064;48.2791;22.5838
663.5;63.6878;114.3814;89.5854;65.6083;60.0603;30.5291;34.1867;45.6839;16.7684
664;68.6894;123.7768;89.1821;61.1689;50.362;33.8238;45.2695;44.377;19.266
664.5;64.19;110.6189;103.4139;64.7036;51.1886;39.4931;39.6041;51.5202;28.2459
665;57.5244;108.0623;93.2091;58.5089;54.09;30.0828;38.4604;50.4221;27.6989
665.5;75.4557;121.242;95.3419;64.8664;49.9365;36.2609;41.266;60.4835;27.7764
666;66.8547;111.9404;94.2149;51.8116;56.7455;29.0694;50.2086;49.4203;11.5051
666.5;70.9038;121.1565;90.4032;64.942;45.215;37.364;49.8468;55.4519;22.1662
667;77.0568;124.2093;110.9785;64.7382;68.1158;36.0955;34.645;57.4576;19.2868
667.5;65.6481;109.0226;102.7502;57.6696;50.8943;36.4358;48.088;64.7464;20.1308
668;76.6778;116.5225;101.7899;54.2645;48.8526;26.8247;39.1602;55.6734;28.4762
668.5;68.5291;114.1468;91.625;62.3241;37.9595;35.0652;30.2398;49.2598;22.6113
669;84.9917;128.337;97.1321;59.1903;50.3721;30.191;36.4311;56.9355;28.9706
669.5;68.0972;120.5422;88.017;62.749;48.6401;39.0804;33.4123;60.0281;25.1007
670;71.0727;116.7836;103.8306;64.4203;60.615;27.2433;25.3167;60.3183;24.7021
670.5;58.2909;123.0217;89.3993;62.2535;47.1547;43.1479;34.6666;61.0823;20.4104
671;66.8621;120.6201;94.87;58.8258;41.4501;26.3848;53.3268;50.5681;22.8237
671.5;57.7002;122.1353;94.7763;74.9765;43.955;38.2548;32.8091;60.1904;26.2574
672;68.0306;123.0377;101.213;69.5617;61.4807;26.9928;40.3308;65.1746;24.0789
672.5;55.4246;125.3204;91.3927;55.7405;49.7384;29.3444;40.4359;43.0013;21.3969
673;54.3384;119.2494;95.26;51.3189;54.4105;34.923;30.0138;48.1456;18.3042
673.5;64.7153;113.3314;90.4009;64.1282;59.3173;27.4108;50.2224;63.0149;24.42
674;52.3751;122.7327;94.0995;56.7903;47.7463;25.4549;60.3637;45.5001;14.6376
674.5;62.4139;110.3391;84.3133;64.154;54.5957;30.1398;50.6453;54.8351;22.4034
675;60.0499;125.7864;101.5598;76.6241;39.8995;43.3335;47.6162;58.5508;24.1792
675.5;65.2269;114.7659;80.6691;61.7841;54.6609;28.7821;34.7414;44.3883;23.3959
676;66.7304;115.0581;92.1914;62.9713;45.1137;35.3776;45.4628;46.284;27.6319
676.5;56.3961;124.1904;99.1138;51.369;51.7029;32.519;36.5382;55.7633;20.6417
677;80.6369;140.2417;95.5147;65.1476;61.6452;39.0437;53.1204;56.3527;26.4818
677.5;78.1223;138.6584;85.9847;64.8317;58.5298;28.8506;35.0982;49.1564;25.767
678;68.2949;134.4151;94.3314;77.2726;42.6068;36.2699;38.662;65.8678;28.4018
678.5;64.5772;127.7853;95.5242;58.9503;40.8381;21.9016;24.1169;46.7885;32.6978
679;70.7199;121.6052;84.8704;57.7401;64.0274;38.9573;30.5364;53.3584;38.5288
679.5;61.7308;123.9433;84.9274;69.3951;45.8425;27.0564;29.1592;66.2029;21.5795
680;57.2163;119.8339;90.9595;59.5291;65.6144;31.6623;29.0593;59.5409;19.0465
680.5;64.7055;117.7143;95.8973;64.1846;47.1715;40.2519;30.1764;54.2004;25.2642
681;61.6817;117.0949;87.0315;55.6819;52.1381;33.0887;47.5972;49.1823;30.2446
681.5;61.0194;140.0901;94.921;69.0141;41.9714;23.1277;29.8117;60.6938;27.5316
682;69.352;127.9035;94.9819;64.6343;53.7042;20.0238;27.6174;46.94;32.03
682.5;59.6914;131.1178;98.8613;61.0457;43.7104;40.5393;37.8658;65.053;23.7466
683;65.4882;127.0294;90.4681;66.4568;33.6773;27.1908;35.8669;51.6348;31.7941
683.5;61.1454;112.5162;98.1908;59.2753;49.823;30.9178;43.0979;49.0807;21.5755
684;64.6153;111.481;107.0976;56.9189;46.3198;30.8666;25.086;53.1957;29.1969
684.5;54.3623;119.6859;81.8493;76.3658;45.4608;34.7246;47.3933;44.5778;23.9165
685;68.1738;123.5803;95.2196;73.9201;59.5057;35.8326;45.1837;54.3768;22.0525
685.5;77.7158;122.7271;93.1684;71.4308;50.5679;40.5201;40.4369;54.6538;29.5032
686;63.4971;111.1006;89.1535;78.4164;55.0789;23.2402;34.5121;56.57;32.148
686.5;70.4806;113.7076;102.8505;60.537;50.2646;32.4026;44.2911;50.7779;33.6541
687;71.6524;122.3519;101.1284;83.3028;64.9465;36.7158;41.6865;48.1268;25.7988
687.5;70.0747;112.7888;106.2861;80.8035;69.396;37.2668;43.0708;48.3991;28.2635
688;67.9229;117.014;84.0226;67.5456;62.9574;40.398;43.898;51.1957;28.2501
688.5;70.6316;100.0787;100.1203;72.1922;60.0703;42.0237;55.69;50.4812;28.1461
689;58.8823;121.1595;93.2273;74.0831;69.0799;44.9206;37.9807;62.3197;22.4306
689.5;68.4666;119.0947;98.6353;56.4052;57.586;38.3874;39.307;51.1676;19.4973
690;68.116;125.5823;98.1078;50.7491;54.6143;51.9518;31.9491;46.1536;37.1631
690.5;69.3822;107.5586;100.2438;57.0006;57.3755;41.8852;27.9875;53.3939;21.0259
691;59.322;121.7534;104.0974;67.4566;40.6683;51.6322;17.1974;49.1542;30.7234
691.5;79.0779;113.9733;98.5404;67.7378;42.1931;45.704;35.8132;54.989;25.6257
692;68.9169;124.8719;96.1565;66.2035;57.2128;40.8413;24.3686;50.1641;30.2016
692.5;60.1291;121.5691;97.9801;56.3322;39.5145;45.4667;20.8169;54.8187;28.575
693;69.7022;123.9369;88.8466;54.7923;43.3454;49.2582;22.8313;61.2836;21.3954
693.5;65.8816;115.0987;99.8575;64.5741;41.8211;43.6784;30.8519;61.0812;28.1333
694;61.1764;114.1222;95.591;63.9101;51.5404;43.7215;34.3446;61.3875;34.2
694.5;69.9271;120.6355;94.7689;58.148;45.4384;41.7929;32.6767;45.2755;24.5933
695;76.9082;115.1639;91.1378;55.2347;55.6321;51.5086;39.6608;52.5541;23.0907
695.5;70.172;108.8424;98.284;45.0327;36.924;54.8049;36.5987;49.653;33.9029
696;62.0641;109.0857;82.6564;49.3607;57.4278;36.4029;32.0562;69.6092;24.5516
696.5;65.7559;110.4572;94.3796;49.5194;52.7706;41.4065;30.4652;64.0182;31.5013
697;59.8071;114.2576;89.5843;38.8644;45.4966;50.5905;27.6661;59.5924;28.6969
697.5;75.7311;105.964;99.2778;44.6354;46.1592;56.2722;33.175;62.1672;21.1027
698;60.6039;115.9995;92.0537;38.6969;42.5853;52.408;27.3509;57.3355;22.8723
698.5;61.4801;106.8719;72.5352;37.0998;48.6526;38.276;30.7565;64.2943;22.2901
699;60.8424;107.5275;99.5254;49.9283;51.4744;38.2576;24.6062;62.0688;27.5009
699.5;67.9535;109.5262;84.8524;47.7536;40.418;39.5443;45.1071;51.8517;26.6435
700;81.2744;110.4291;96.591;33.287;35.1953;41.3449;31.6128;53.4087;25.0583
700.5;65.8381;103.1351;93.7395;51.3404;37.5722;39.9233;36.4354;61.7944;19.7726
701;69.9556;94.8892;92.3565;45.6274;48.3482;37.0734;25.0229;72.125;24.4569
701.5;70.5942;90.1963;80.2444;46.6353;38.93;35.8298;27.0902;54.2065;23.7932
702;74.5518;104.5069;88.0945;50.112;46.9576;45.274;36.5141;58.7756;27.5647
702.5;74.4239;96.3848;80.8941;56.6553;29.7925;47.8944;31.412;42.6447;22.1613
703;77.1543;110.6857;78.1165;48.1042;55.8527;50.6801;26.0963;47.9939;26.4706
703.5;78.4774;101.3466;94.5102;49.8561;48.0942;35.0787;27.2571;58.5967;25.3517
704;88.1536;116.78;86.5302;36.011;50.4256;40.6309;27.7993;56.618;33.0565
704.5;83.9686;106.332;90.153;45.5506;35.6383;45.5969;32.0234;68.5173;27.1791
705;80.3859;110.583;96.5851;46.8785;45.9325;45.871;29.2835;50.8425;24.9638
705.5;65.529;109.7661;82.8354;53.8772;24.5828;49.8352;28.3166;68.1486;33.6573
706;76.9676;103.1279;83.0393;52.9755;51.215;40.5883;28.6601;52.138;27.4458
706.5;81.3506;108.0217;90.9772;45.8851;35.5286;46.5424;29.3413;52.2127;29.9578
707;93.9813;103.2112;93.0102;45.8675;43.3657;41.162;38.68;54.4966;29.9363
707.5;85.8994;111.5835;89.7817;45.946;46.1927;42.3086;49.188;53.1092;31.2072
708;77.3276;99.1698;89.8001;43.2273;48.6701;48.7534;41.6172;44.3134;39.9861
708.5;84.8275;96.4632;91.3689;42.6923;46.2305;42.7241;32.4039;49.6272;33.7927
709;76.0597;121.2305;91.501;41.4048;52.6282;39.1291;30.7944;59.2784;26.8575
709.5;82.5299;102.6341;89.0107;38.7815;44.5891;39.2117;43.813;52.8204;24.057
710;68.8953;101.6717;89.47;40.7478;40.9942;36.4896;43.5272;56.2825;28.6335
710.5;76.1982;101.8101;89.5677;42.5901;53.3725;42.9848;33.8648;60.2942;20.8064
711;70.3633;102.8742;97.1157;50.8861;36.3997;40.4041;24.0587;58.4338;32.1071
711.5;70.6702;107.8622;89.3799;45.8278;35.7551;38.2035;31.9201;43.5163;26.6651
712;61.116;107.6655;86.8953;51.9609;38.8286;46.3514;44.6142;54.676;30.093
712.5;71.39;106.2441;84.187;41.2489;35.7325;41.6376;40.9508;56.7107;31.9886
713;61.6863;107.5318;90.9109;49.8859;32.8404;27.5804;33.0997;51.4662;21.7615
713.5;86.1552;108.9665;78.7417;54.5084;50.9273;50.2007;30.3165;43.784;30.9548
714;78.4556;99.4005;103.5617;53.165;45.8029;52.1347;35.9108;61.4002;27.373
714.5;96.7254;108.6566;86.8637;56.8014;41.2136;44.4653;41.8653;53.6678;26.5294
715;68.2823;105.3959;101.6895;51.0677;47.5444;32.9813;33.5498;45.0043;35.0755
715.5;69.4715;106.5907;85.6485;48.1531;53.5689;52.0455;28.1946;44.5491;27.9947
716;63.428;110.2813;96.9972;49.8517;50.011;53.5893;36.2262;40.5146;21.2028
716.5;95.8175;99.1016;85.0757;44.567;36.5125;54.3183;42.341;55.3501;24.6508
717;91.9006;107.0289;99.23;48.2339;46.9662;44.9475;52.5129;52.8346;31.1064
717.5;82.432;109.3745;99.8442;38.9301;39.4237;49.8786;49.7434;51.2436;30.0866
718;67.2122;105.3768;97.8379;56.3322;47.2388;44.4343;46.6275;57.4305;22.8124
718.5;76.652;101.5588;93.4239;45.265;49.1104;34.3209;45.2386;56.2223;27.3914
719;71.9788;94.0349;102.0039;50.866;44.0168;37.1743;50.6507;47.6737;21.6488
719.5;62.7429;108.1426;105.4972;41.0891;53.9789;41.3963;38.6249;60.6686;32.5925
720;89.7896;112.1101;95.9615;56.0424;48.6613;34.0451;45.3887;49.6066;27.6151
720.5;82.3924;97.6242;95.1003;49.4391;53.066;40.7788;54.6512;46.0017;23.6089
721;77.0659;115.0356;86.2531;47.1954;50.0216;47.8161;40.9482;49.2223;22.9645
721.5;80.2684;102.4185;91.6871;41.9352;43.6425;38.6734;39.2506;58.7296;27.9908
722;67.5643;100.685;87.7951;51.4294;50.0175;47.6046;53.1988;60.0786;26.9654
722.5;75.0545;112.698;105.5347;46.5429;35.9042;39.7902;47.3213;44.2515;30.1623
723;76.1498;107.3341;99.3174;50.9844;48.6988;47.4639;31.8445;53.5915;34.5167
723.5;74.3227;122.3536;109.1566;41.3739;70.403;42.0927;67.0319;58.4165;21.4625
724;64.9051;113.8283;103.171;49.7088;49.6594;45.7036;43.2944;62.9785;24.8296
724.5;79.4599;113.2258;99.412;43.4956;47.683;46.292;48.6169;50.4382;30.3193
725;66.5259;99.129;103.2809;48.1679;36.4086;36.4406;44.8447;56.3317;19.0999
725.5;83.1135;120.981;94.8115;56.5823;47.5669;39.1082;56.9199;56.2362;28.3391
726;69.8602;117.7797;98.5035;55.3469;53.5604;48.5468;42.0962;32.2767;32.0427
726.5;75.1518;107.6617;108.7802;48.7188;38.4126;32.2223;47.3648;48.2145;30.6719
727;78.6327;110.7316;115.3759;55.4965;48.5352;41.0044;44.9665;59.0149;40.5152
727.5;70.6449;113.6819;101.2014;53.1196;49.8664;44.1833;46.2991;52.6861;27.764
728;83.1886;104.0329;103.7853;55.3858;53.8898;37.2758;45.754;53.2029;27.6329
728.5;70.1293;120.4541;98.1997;67.7942;41.9712;47.3925;59.8311;66.614;29.5837
729;81.6741;101.7079;98.3997;51.669;58.1036;37.0761;45.3206;62.7683;22.3126
729.5;84.782;99.9807;107.9341;50.7525;37.9735;38.6252;42.0039;66.4893;23.8126
730;79.7724;106.6995;93.6992;55.6677;51.844;45.1444;40.5932;63.3772;30.5627
730.5;68.946;101.5936;86.1744;72.594;56.2849;44.1805;48.5755;59.5203;23.2876
731;76.1034;104.2436;97.637;53.8975;49.073;31.927;47.439;57.8086;24.6492
